legacy_id,category,title,content,sort_order,active,writer
op_001,운영기준,회사 공금,"📌 회사 공금 운영 기준

공금은 회사 운영을 위한 공동 자산입니다.

아래 기준에 따라 납부 및 관리됩니다.

■ 공금 납부 기준

공금은 **주 1회 2만원**입니다.
 신입은 **입사 후 첫 2주간 공금 납부가 면제**됩니다.
 공금 1회 미납 시 경고, 이후 재발 시 내부 조치가 진행됩니다.

 ■ 공금 납부 방법

공금 → 인게임 회사 (O) → 공용 계좌 입금",1,TRUE,
op_002,운영기준,회사 자산 운영 기준,"📌[회사 자산 운영 및 전력 배치 기준 안내]

회사의 장기적인 안정성과 전력 운용의 명확성을 위해
회사 자산의 관리 및 배치 기준을 아래와 같이 명시합니다.

[ 회사 자산의 정의 ] 

무법지대, 보스, 단체 콘텐츠 및 회사 자원이 일부라도 투입되어 획득·제작된 도안 및 무기는 회사 자산으로 분류합니다.

해당 자산은 개인 보상이 아닌, 회사 전력 운용 자산입니다.

퇴사 시 회사 자산은 회사에 다시 반환됩니다.

[ 자산의 구분 ]

회사는 자산을 다음과 같이 구분하여 운영합니다.

[ 일반 자산 ]

수급이 가능한 장비

[ 전략 자산 ]
장기간의 누적 활동과 높은 난이도를 통해 획득된 희귀 도안 및 핵심 장비

전략 자산은 회사 전력 안정성에 직접적인 영향을 미치는 자산으로 별도 관리됩니다.

[ 전력 배치 원칙 ]

회사 자산의 배치는 개인 보상 목적이 아닌 전력 안정성과 운용 효율을 위한 배치 결정입니다.

특히 전략 자산은 다음 요소를 종합적으로 고려하여 배치합니다.

-장기 활동 및 기여 지속성
-회사 콘텐츠 참여 이력
-전력 균형 상태
-자산 운용 안정성 및 이탈 리스크

이는 특정 인원을 우대하기 위함이 아니라,
장기간 축적된 회사 자산의 가치를 보호하고
전력 공백을 최소화하기 위한 운영 기준입니다.

[ 운영 방식 ]

자산 배치는 단일 수치나 일회성 참여 기준으로 결정되지 않으며,
운영 원칙에 따라 임원진 협의 하에 종합 판단하여 결정됩니다.

이는 회사 자산이 개인 소유 개념이 아닌
공동 전력 자산이라는 성격에 따른 운영 방식입니다.

[ 마치며 ]

회사는 단기적 형평이 아닌,
장기적 안정성과 누적 기여 가치를 존중하는 구조로 운영됩니다.",2,TRUE,
op_003,운영기준,공용 물품,"📌 공용 물품 관리 기준

공용 물품은 회사 공동 자산이며, 개인 소유가 아닙니다.

사용 및 반납은 아래 기준을 따릅니다.

공용 물품을 소지한 상태로 퇴근할 경우 2,000원의 벌금이 부과됩니다.
- 해당 위반 발생 시, 공용 물품 사용이 3일간 제한됩니다.",3,TRUE,
op_004,운영기준,접속 관련 규정,"📌 접속 관련 규정

원활한 회사 운영을 위해 최소 접속 기준을 둡니다.

- 5일 이상 미접속 시 자동 추방됩니다.
개인 사정 등으로 장기간 접속이 어려운 경우,
    
    사전 통보 시 예외 적용이 가능합니다.",4,TRUE,
op_005,운영기준,탈퇴 관련 안내,"📌 탈퇴 관련 안내

## AXE 팀 탈퇴 시, 회사 자산 정산 절차를 진행합니다.

- 팀 공동 자산으로 사용된 모든 아이템은 회사에 귀속되며 회수 대상입니다.
- 해당 아이템은 팀 활동을 통해 축적된 회사 자산입니다.
- 탈퇴 전 관련 자산은 원활히 인계해 주시기 바랍니다.",5,TRUE,
op_006,운영기준,음성채팅 TTS 기준,"📌디스코드 TTS 사용 관련 운영 기준 안내

현재 우리 회사 디스코드는 음성 대화 중심으로 활발하게 운영되고 있습니다.
이 과정에서 TTS 기능이 과도하게 사용되면서 아래와 같은 문제가 지속적으로 발생하고 있습니다.

음성 대화 중 TTS가 겹쳐 대화 흐름이 끊김
동시에 여러 명이 사용할 경우 발화자 및 내용 식별 어려움
불필요한 소음 증가로 인해 전투 및 협업 집중도 저하
이미지 및 텍스트 남발로 채팅 가독성 저하

기존에 TTS 기능은 마이크 사용이 어려운 팀원을 배려하기 위해 도입된 기능입니다.
하지만 현재는 해당 목적을 벗어나 일반적인 대화 수단처럼 사용되고 있어 운영에 혼선이 발생하고 있습니다.

이에 따라 아래와 같이 기준을 정합니다.

   [ TTS 사용 기준 ]

TTS는 마이크 사용이 불가능한 상황에서만 제한적으로 사용 가능
마이크 사용이 가능한 경우 음성 대화를 원칙으로 진행
TTS를 통한 불필요한 도배, 이미지 첨부, 반복 사용 금지**

[ 운영 방향 ]

우리 팀은 빠르고 정확한 소통이 중요한 구조입니다.
특히 전투나 상황 대응 시에는 즉각적인 음성 전달이 가장 효율적입니다.

TTS는 보조 수단이지, 음성을 대체하는 수단이 아닙니다.
모두가 원활하게 소통할 수 있도록 위 기준을 반드시 지켜주시기 바랍니다.

필요 시 운영진이 개별적으로 안내드릴 수 있습니다.
협조 부탁드립니다.",6,TRUE,
